,Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
410,1606208149,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,10248,7164,34,30,1606208149004;1606208149009;1606208149015;1606208149021;1606208149025;1606208149055;1606208149059;1606208149062;1606208149072;1606208149100;1606208149115;1606208149320;1606208149342;1606208149386;1606208149408;1606208149450;1606208149450;1606208149451;1606208149467;1606208149477;1606208149481;1606208149481;1606208149508;1606208149508;1606208149526;1606208149545;1606208149546;1606208149547;1606208149566;1606208149570;1606208149570;1606208149573;1606208149579;1606208149579;1606208149579;1606208149599;1606208149599;1606208149600;1606208149600;1606208149600;1606208149625;1606208149670;1606208149670;1606208149671;1606208149671;1606208149671;1606208149671;1606208149688;1606208149707;1606208149749;1606208149749;1606208149753;1606208149753;1606208149945;1606208149951;1606208149965;1606208149965;1606208149971;1606208149991;1606208149991;1606208149991;1606208149992;1606208149992;1606208149993;,106;106;420;433;106;106;407;106;163;106;106;127;138;141;158;143;106;143;414;426;1362;204;341;177;138;138;126;723;126;1362;204;338;190;218;588;126;706;157;126;157;126;516;193;126;157;165;126;165;126;1362;204;231;231;250;548;126;165;126;219;200;165;126;126;165;,2;2;2;2;1;1;2;1;2;1;1;1;2;1;2;1;1;1;2;2;1;1;2;2;1;2;1;1;2;1;1;2;1;1;1;2;2;2;1;1;2;2;2;1;2;2;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;
411,1606208150,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,3549,1254,7,6,1606208150019;1606208150105;1606208150105;1606208150196;1606208150196;1606208150196;1606208150197;1606208150197;1606208150197;1606208150204;1606208150225;1606208150817;1606208150817;,126;1362;204;192;364;281;165;126;126;165;126;1362;204;,2;1;1;2;2;2;2;1;1;1;2;1;1;
412,1606208151,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,4201,1311,12,8,1606208151141;1606208151161;1606208151202;1606208151236;1606208151256;1606208151297;1606208151342;1606208151361;1606208151402;1606208151422;1606208151462;1606208151743;1606208151761;1606208151763;1606208151945;1606208151946;1606208151946;1606208151980;1606208151981;1606208151981;,125;123;106;125;123;106;126;126;106;369;106;133;192;118;1366;1366;418;126;126;126;,1;2;1;1;2;1;1;2;1;2;1;1;2;1;1;1;1;2;2;2;
413,1606208152,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,2620,1968,9,8,1606208152040;1606208152040;1606208152040;1606208152041;1606208152041;1606208152041;1606208152043;1606208152062;1606208152241;1606208152241;1606208152318;1606208152358;1606208152755;1606208152764;1606208152938;1606208152984;1606208152984;,532;310;126;388;165;126;165;126;1362;204;179;126;231;118;162;106;162;,2;2;1;2;2;1;1;2;1;1;2;1;1;1;1;2;2;
414,1606208153,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,3485,887,14,6,1606208153001;1606208153002;1606208153025;1606208153092;1606208153092;1606208153134;1606208153134;1606208153433;1606208153454;1606208153481;1606208153481;1606208153495;1606208153597;1606208153623;1606208153664;1606208153734;1606208153757;1606208153798;1606208153807;1606208153847;,371;371;106;170;170;126;126;125;123;1362;204;106;125;123;106;125;123;106;178;126;,1;1;1;2;2;1;1;1;2;1;1;1;1;2;1;1;2;1;2;1;
415,1606208154,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,687,364,6,3,1606208154088;1606208154107;1606208154149;1606208154206;1606208154226;1606208154266;1606208154477;1606208154563;1606208154765;,125;123;106;125;123;106;107;118;118;,1;2;1;1;2;1;1;2;1;
416,1606208155,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,3252,2498,10,11,1606208155037;1606208155038;1606208155038;1606208155039;1606208155039;1606208155039;1606208155053;1606208155053;1606208155077;1606208155077;1606208155077;1606208155116;1606208155116;1606208155116;1606208155117;1606208155117;1606208155117;1606208155117;1606208155117;1606208155124;1606208155149;,182;126;126;126;126;126;1366;839;126;126;165;206;867;210;126;199;165;126;126;165;126;,2;2;1;1;1;1;1;1;2;2;2;2;2;2;1;2;2;1;1;1;2;
417,1606208155,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,3506,0,10,0,1606208155866;1606208155869;1606208155873;1606208155876;1606208155879;1606208155882;1606208155886;1606208155889;1606208155893;1606208155897;,328;384;312;304;348;324;378;376;380;372;,1;1;1;1;1;1;1;1;1;1;
418,1606208156,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,127,138,1,1,1606208156128;1606208156148;,127;138;,1;2;
419,1606208156,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,394,0,1,0,1606208156788;,394;,1;
420,1606208157,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,231,123,2,1,1606208157590;1606208157619;1606208157660;,125;123;106;,1;2;1;
421,1606208158,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,827,241,5,2,1606208158004;1606208158363;1606208158510;1606208158766;1606208158793;1606208158814;1606208158855;,371;107;118;118;125;123;106;,1;1;2;1;1;2;1;
422,1606208159,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,880,382,5,3,1606208159089;1606208159099;1606208159144;1606208159214;1606208159226;1606208159286;1606208159650;1606208159650;,127;127;164;138;138;106;231;231;,1;1;1;2;2;2;1;1;
423,1606208159,AnonIP1,AnonPort1,AnonIP2,AnonPort2,58,120,0,1,0,1606208159550;,120;,1;
424,1606208160,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,966,990,8,6,1606208160420;1606208160421;1606208160440;1606208160444;1606208160444;1606208160449;1606208160462;1606208160467;1606208160498;1606208160523;1606208160564;1606208160713;1606208160734;1606208160775;,125;125;184;127;127;184;188;188;125;123;106;125;123;106;,1;1;2;1;1;2;2;2;1;2;1;1;2;1;
425,1606208161,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,570,506,5,4,1606208161027;1606208161047;1606208161088;1606208161743;1606208161765;1606208161805;1606208161831;1606208161909;1606208161969;,125;123;106;126;128;106;107;118;137;,1;2;1;1;2;1;1;2;2;
426,1606208162,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,3458,2362,15,16,1606208162011;1606208162273;1606208162366;1606208162367;1606208162367;1606208162367;1606208162368;1606208162368;1606208162374;1606208162396;1606208162407;1606208162410;1606208162460;1606208162482;1606208162497;1606208162497;1606208162518;1606208162529;1606208162552;1606208162576;1606208162598;1606208162651;1606208162664;1606208162686;1606208162939;1606208162948;1606208162948;1606208162968;1606208162968;1606208162988;1606208162988;,106;323;106;301;179;157;126;165;165;126;106;107;127;138;118;127;138;127;138;127;138;231;127;138;162;1366;131;126;126;106;162;,1;1;2;2;2;2;1;2;1;2;1;1;1;2;2;1;2;1;2;1;2;1;1;2;1;1;1;2;2;2;2;
427,1606208163,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1333,931,7,4,1606208163003;1606208163003;1606208163030;1606208163083;1606208163084;1606208163084;1606208163142;1606208163162;1606208163597;1606208163619;1606208163660;,371;371;106;486;179;126;127;138;126;128;106;,1;1;1;2;2;1;1;2;1;2;1;
428,1606208164,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,447,533,4,4,1606208164101;1606208164106;1606208164137;1606208164137;1606208164157;1606208164174;1606208164906;1606208164946;,107;107;118;118;107;118;179;126;,1;1;2;2;1;2;2;1;
429,1606208165,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1203,291,3,2,1606208165652;1606208165652;1606208165949;1606208165969;1606208165969;,231;231;741;126;165;,1;1;1;2;2;
430,1606208166,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,790,1410,6,8,1606208166011;1606208166060;1606208166061;1606208166061;1606208166061;1606208166061;1606208166062;1606208166069;1606208166093;1606208166722;1606208166723;1606208166811;1606208166969;1606208166970;,126;192;369;126;209;165;126;165;126;137;141;106;106;106;,1;2;2;1;2;2;1;1;2;2;1;2;2;1;
431,1606208167,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,2421,523,3,4,1606208167228;1606208167319;1606208167945;1606208167945;1606208167966;1606208167966;1606208167967;,145;106;1366;910;126;126;165;,1;2;1;1;2;2;2;
432,1606208168,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1747,1683,8,5,1606208168005;1606208168005;1606208168007;1606208168026;1606208168026;1606208168027;1606208168027;1606208168027;1606208168027;1606208168028;1606208168052;1606208168662;1606208168662;,371;371;126;519;519;354;165;126;126;165;126;231;231;,1;1;1;2;2;2;2;1;1;1;2;1;1;
433,1606208169,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1513,2042,9,12,1606208169324;1606208169344;1606208169358;1606208169358;1606208169359;1606208169359;1606208169359;1606208169778;1606208169779;1606208169779;1606208169779;1606208169780;1606208169780;1606208169787;1606208169798;1606208169808;1606208169818;1606208169909;1606208169910;1606208169910;1606208169989;,107;118;152;137;106;106;106;264;260;179;165;126;126;165;524;126;126;191;218;126;127;,1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;2;2;1;1;
434,1606208170,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,0,138,0,1,1606208170010;,138;,2;
435,1606208171,AnonIP1,AnonPort1,AnonIP2,AnonPort2,6,77,40,1,1,1606208171581;1606208171599;,77;40;,1;2;
436,1606208171,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,3535,1169,7,8,1606208171663;1606208171739;1606208171739;1606208171740;1606208171743;1606208171743;1606208171744;1606208171747;1606208171766;1606208171946;1606208171946;1606208171948;1606208171968;1606208171968;1606208171971;,231;178;157;126;165;165;138;165;126;1366;863;646;126;126;126;,1;2;2;1;2;2;1;1;2;1;1;1;2;2;2;
437,1606208172,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,705,2261,5,8,1606208172025;1606208172025;1606208172025;1606208172025;1606208172026;1606208172026;1606208172027;1606208172046;1606208172235;1606208172236;1606208172237;1606208172938;1606208172985;,516;326;126;300;165;126;165;126;488;178;126;162;162;,2;2;1;2;2;1;1;2;2;2;1;1;2;
438,1606208173,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1100,340,5,2,1606208173004;1606208173005;1606208173026;1606208173094;1606208173094;1606208173136;1606208173137;,371;371;106;170;170;126;126;,1;1;1;2;2;1;1;
439,1606208174,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,589,138,3,1,1606208174000;1606208174020;1606208174665;1606208174665;,127;138;231;231;,1;2;1;1;
440,1606208175,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,231,123,2,1,1606208175119;1606208175143;1606208175184;,125;123;106;,1;2;1;
441,1606208175,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1359,0,4,0,1606208175527;1606208175530;1606208175533;1606208175537;,367;312;303;377;,1;1;1;1;
442,1606208176,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1390,1004,12,8,1606208176138;1606208176166;1606208176189;1606208176208;1606208176217;1606208176295;1606208176312;1606208176320;1606208176339;1606208176361;1606208176507;1606208176537;1606208176579;1606208176699;1606208176725;1606208176765;1606208176831;1606208176831;1606208176832;1606208176832;,125;123;127;106;138;125;127;123;138;106;125;123;106;125;123;106;130;106;106;106;,1;2;1;1;2;1;1;2;2;1;1;2;1;1;2;1;2;2;1;1;
443,1606208177,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,373,128,3,1,1606208177729;1606208177755;1606208177795;1606208177917;,126;128;106;141;,1;2;1;1;
444,1606208178,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1524,389,5,3,1606208178005;1606208178005;1606208178089;1606208178130;1606208178953;1606208178957;1606208178973;1606208178978;,371;371;137;106;399;277;126;126;,1;1;2;1;1;1;2;2;
445,1606208179,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1071,3705,8,13,1606208179011;1606208179011;1606208179012;1606208179012;1606208179012;1606208179013;1606208179018;1606208179018;1606208179018;1606208179019;1606208179019;1606208179019;1606208179019;1606208179020;1606208179021;1606208179046;1606208179079;1606208179147;1606208179151;1606208179192;1606208179230;,489;493;420;165;126;126;488;352;303;126;370;126;108;112;165;126;106;164;179;126;106;,2;2;2;2;1;1;2;2;2;1;2;1;2;1;1;2;2;1;2;1;2;
446,1606208180,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,958,417,2,3,1606208180949;1606208180954;1606208180983;1606208180983;1606208180983;,249;709;126;126;165;,1;1;2;2;2;
447,1606208181,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1066,2027,8,11,1606208181010;1606208181010;1606208181010;1606208181010;1606208181010;1606208181011;1606208181038;1606208181075;1606208181075;1606208181076;1606208181076;1606208181076;1606208181076;1606208181084;1606208181110;1606208181543;1606208181560;1606208181566;1606208181608;,219;200;165;126;126;165;126;192;355;245;165;126;126;165;126;126;106;128;106;,2;2;2;1;1;1;2;2;2;2;2;1;1;1;2;1;2;2;1;
448,1606208182,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,3625,1437,7,10,1606208182694;1606208182694;1606208182695;1606208182695;1606208182756;1606208182766;1606208182795;1606208182938;1606208182946;1606208182946;1606208182950;1606208182967;1606208182967;1606208182967;1606208182976;1606208182985;1606208182985;,157;165;138;138;178;165;126;162;1366;912;744;126;126;165;126;106;162;,2;2;1;1;2;1;2;1;1;1;1;2;2;2;2;2;2;
449,1606208183,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1146,2133,7,7,1606208183004;1606208183008;1606208183027;1606208183028;1606208183030;1606208183030;1606208183030;1606208183030;1606208183031;1606208183032;1606208183060;1606208183341;1606208183364;1606208183365;,371;126;106;518;491;168;165;126;126;165;126;487;178;126;,1;1;1;2;2;2;2;1;1;1;2;2;2;1;
450,1606208184,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,339,246,3,2,1606208184396;1606208184416;1606208184457;1606208184570;1606208184646;,126;128;106;107;118;,1;2;1;1;2;
451,1606208185,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,231,123,2,1,1606208185833;1606208185852;1606208185893;,125;123;106;,1;2;1;
452,1606208185,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,2178,0,6,0,1606208185883;1606208185886;1606208185890;1606208185894;1606208185897;1606208185901;,348;324;378;376;380;372;,1;1;1;1;1;1;
453,1606208186,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,462,246,4,2,1606208186417;1606208186443;1606208186484;1606208186577;1606208186599;1606208186640;,125;123;106;125;123;106;,1;2;1;1;2;1;
454,1606208187,AnonIP1,AnonPort1,AnonIP2,AnonPort2,58,120,0,1,0,1606208187096;,120;,1;
455,1606208187,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,800,330,5,2,1606208187193;1606208187193;1606208187318;1606208187339;1606208187380;1606208187398;1606208187440;,231;231;126;126;106;204;106;,1;1;1;2;1;2;1;
456,1606208188,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1204,246,6,2,1606208188000;1606208188001;1606208188524;1606208188545;1606208188585;1606208188706;1606208188729;1606208188769;,371;371;125;123;106;125;123;106;,1;1;1;2;1;1;2;1;
457,1606208188,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,202,0,1,0,1606208188121;,202;,1;
458,1606208189,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,202,0,1,0,1606208189145;,202;,1;
459,1606208189,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,231,123,2,1,1606208189230;1606208189258;1606208189299;,125;123;106;,1;2;1;
460,1606208190,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,202,0,1,0,1606208190067;,202;,1;
461,1606208190,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1291,369,9,3,1606208190193;1606208190193;1606208190220;1606208190242;1606208190282;1606208190379;1606208190400;1606208190442;1606208190544;1606208190570;1606208190611;1606208190932;,231;231;125;123;106;125;123;106;125;123;106;136;,1;1;1;2;1;1;2;1;1;2;1;1;
462,1606208191,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,609,546,5,4,1606208191060;1606208191165;1606208191187;1606208191227;1606208191277;1606208191303;1606208191870;1606208191912;1606208191986;,106;125;123;106;127;138;179;126;125;,2;1;2;1;1;2;2;1;1;
463,1606208191,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,202,0,1,0,1606208191093;,202;,1;
464,1606208192,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,928,921,6,6,1606208192006;1606208192046;1606208192314;1606208192336;1606208192344;1606208192377;1606208192432;1606208192433;1606208192474;1606208192939;1606208192960;1606208192984;,123;106;125;123;323;106;106;301;106;162;106;162;,2;1;1;2;1;1;2;2;1;1;2;2;
465,1606208192,AnonIP1,AnonPort1,AnonIP2,AnonPort2,2,60,0,2,0,1606208192728;1606208192729;,28;32;,1;1;
466,1606208193,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,2362,709,14,5,1606208193002;1606208193003;1606208193026;1606208193080;1606208193080;1606208193120;1606208193122;1606208193153;1606208193173;1606208193194;1606208193194;1606208193213;1606208193743;1606208193775;1606208193817;1606208193899;1606208193920;1606208193960;1606208193985;,371;371;106;170;170;126;126;125;123;231;231;106;125;123;106;125;123;106;107;,1;1;1;2;2;1;1;1;2;1;1;1;1;2;1;1;2;1;1;
467,1606208193,AnonIP1,AnonPort1,AnonIP2,AnonPort2,2,32,0,1,0,1606208193035;,32;,1;
468,1606208193,AnonIP1,AnonPort1,AnonIP2,AnonPort2,2,32,0,1,0,1606208193342;,32;,1;
469,1606208193,AnonIP1,AnonPort1,AnonIP2,AnonPort2,2,32,0,1,0,1606208193343;,32;,1;
470,1606208194,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1287,1178,11,9,1606208194007;1606208194022;1606208194052;1606208194061;1606208194072;1606208194142;1606208194144;1606208194184;1606208194226;1606208194249;1606208194289;1606208194343;1606208194365;1606208194420;1606208194440;1606208194463;1606208194482;1606208194505;1606208194709;1606208194755;,118;107;118;107;125;118;123;106;125;123;106;127;138;125;123;179;106;126;127;138;,2;1;2;1;1;2;2;1;1;2;1;1;2;1;2;2;1;1;1;2;
471,1606208194,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,6312,0,6,0,1606208194067;1606208194076;1606208194085;1606208194098;1606208194106;1606208194116;,1052;1052;1052;1052;1052;1052;,1;1;1;1;1;1;
472,1606208194,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,78,0,1,0,1606208194162;,78;,1;
473,1606208195,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,78,0,1,0,1606208195186;,78;,1;
474,1606208195,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,693,369,6,3,1606208195215;1606208195253;1606208195293;1606208195690;1606208195725;1606208195766;1606208195845;1606208195864;1606208195906;,125;123;106;125;123;106;125;123;106;,1;2;1;1;2;1;1;2;1;
475,1606208196,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,2833,1333,8,9,1606208196203;1606208196367;1606208196390;1606208196431;1606208196449;1606208196490;1606208196638;1606208196639;1606208196639;1606208196640;1606208196647;1606208196668;1606208196948;1606208196948;1606208196969;1606208196969;1606208196969;,231;126;126;106;164;106;178;157;165;126;165;126;666;1307;126;126;165;,1;1;2;1;2;1;2;2;2;1;1;2;1;1;2;2;2;
476,1606208196,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1177,0,5,0,1606208196313;1606208196320;1606208196620;1606208196927;1606208196931;,189;510;144;190;144;,1;1;1;1;1;
477,1606208196,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1277,0,5,0,1606208196315;1606208196325;1606208196622;1606208196930;1606208196933;,209;530;164;210;164;,1;1;1;1;1;
478,1606208196,AnonIP1,AnonPort1,AnonIP2,AnonPort2,2,32,0,1,0,1606208196624;,32;,1;
479,1606208197,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1469,2250,12,11,1606208197010;1606208197060;1606208197060;1606208197061;1606208197061;1606208197061;1606208197062;1606208197070;1606208197096;1606208197164;1606208197165;1606208197165;1606208197167;1606208197188;1606208197230;1606208197300;1606208197321;1606208197363;1606208197468;1606208197493;1606208197535;1606208197553;1606208197595;,126;192;194;291;165;126;126;165;126;483;178;126;125;123;106;125;123;106;126;126;106;249;106;,1;2;2;2;2;1;1;1;2;2;2;1;1;2;1;1;2;1;1;2;1;2;1;
480,1606208197,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1529,0,5,0,1606208197133;1606208197236;1606208197338;1606208197346;1606208197644;,190;355;321;459;204;,1;1;1;1;1;
481,1606208197,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1629,0,5,0,1606208197135;1606208197240;1606208197342;1606208197350;1606208197647;,210;375;341;479;224;,1;1;1;1;1;
482,1606208197,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,78,0,1,0,1606208197241;,78;,1;
483,1606208198,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,4190,1032,14,8,1606208198003;1606208198004;1606208198330;1606208198350;1606208198392;1606208198458;1606208198481;1606208198522;1606208198553;1606208198573;1606208198614;1606208198670;1606208198725;1606208198766;1606208198858;1606208198927;1606208198946;1606208198946;1606208198967;1606208198967;1606208198968;1606208198978;,371;371;125;123;106;125;123;106;125;123;106;125;123;106;125;123;1366;927;126;165;106;126;,1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;2;1;2;
484,1606208198,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,475,0,1,0,1606208198158;,475;,1;
485,1606208198,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,495,0,1,0,1606208198163;,495;,1;
486,1606208199,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,2124,2713,15,12,1606208199008;1606208199020;1606208199061;1606208199065;1606208199066;1606208199067;1606208199067;1606208199067;1606208199069;1606208199070;1606208199091;1606208199109;1606208199145;1606208199204;1606208199204;1606208199216;1606208199233;1606208199236;1606208199276;1606208199360;1606208199378;1606208199418;1606208199490;1606208199492;1606208199569;1606208199913;1606208199955;,126;125;516;376;126;406;165;123;126;165;126;106;164;231;231;125;106;123;106;125;123;106;132;136;106;411;126;,1;1;2;2;1;2;2;2;1;1;2;1;1;1;1;1;2;2;1;1;2;1;2;1;2;2;1;
487,1606208199,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,829,0,1,0,1606208199390;,829;,1;
488,1606208199,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,849,0,1,0,1606208199398;,849;,1;
489,1606208200,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,465,421,4,3,1606208200150;1606208200174;1606208200226;1606208200245;1606208200286;1606208200532;1606208200573;,127;138;126;126;106;157;106;,1;2;1;2;1;2;1;
490,1606208200,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,205,0,1,0,1606208200307;,205;,1;
491,1606208200,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,225,0,1,0,1606208200309;,225;,1;
