,Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
147,1606208012,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,6147,3550,9,10,1606208012010;1606208012027;1606208012028;1606208012029;1606208012029;1606208012281;1606208012281;1606208012282;1606208012317;1606208012404;1606208012867;1606208012940;1606208012952;1606208012952;1606208012952;1606208012952;1606208012985;1606208012994;1606208012994;,106;126;126;126;126;1366;1148;126;107;118;231;162;1366;1366;1366;1317;162;126;126;,1;2;2;2;2;2;2;1;1;2;1;1;1;1;1;1;2;2;2;
148,1606208013,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,11542,11119,18,12,1606208013003;1606208013003;1606208013027;1606208013094;1606208013094;1606208013135;1606208013139;1606208013152;1606208013153;1606208013153;1606208013153;1606208013153;1606208013154;1606208013154;1606208013194;1606208013194;1606208013195;1606208013195;1606208013195;1606208013224;1606208013225;1606208013308;1606208013309;1606208013309;1606208013310;1606208013351;1606208013950;1606208013951;1606208013951;1606208013952;,371;371;106;170;170;126;126;1366;1366;126;1366;1366;126;1268;1366;1366;1366;1366;637;126;126;1366;1366;1063;126;126;833;1366;1366;272;,1;1;1;2;2;1;1;2;2;1;2;2;1;2;1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;1;
149,1606208014,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,106,745,1,3,1606208014103;1606208014103;1606208014104;1606208014145;,106;106;533;106;,2;2;2;1;
150,1606208015,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,462,0,2,0,1606208015878;1606208015878;,231;231;,1;1;
151,1606208016,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,141,243,1,2,1606208016723;1606208016724;1606208016811;,137;141;106;,2;1;2;
152,1606208017,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,398,423,3,3,1606208017059;1606208017101;1606208017228;1606208017315;1606208017914;1606208017959;,179;126;145;106;127;138;,2;1;1;2;1;2;
153,1606208018,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1632,354,8,3,1606208018003;1606208018003;1606208018260;1606208018260;1606208018345;1606208018346;1606208018458;1606208018542;1606208018879;1606208018879;1606208018989;,371;371;107;107;118;118;107;118;231;231;107;,1;1;1;1;2;2;1;2;1;1;1;
154,1606208019,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,552,969,4,6,1606208019036;1606208019135;1606208019226;1606208019365;1606208019406;1606208019494;1606208019496;1606208019505;1606208019546;1606208019573;,118;164;106;179;126;132;136;328;126;106;,2;1;2;2;1;2;1;2;1;2;
155,1606208021,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1153,914,8,6,1606208021062;1606208021083;1606208021483;1606208021484;1606208021484;1606208021485;1606208021488;1606208021489;1606208021880;1606208021990;1606208021991;1606208021991;1606208021992;1606208021999;,127;138;150;126;126;126;126;126;231;178;157;165;126;165;,1;2;2;2;1;1;1;1;1;2;2;2;1;1;
156,1606208021,AnonIP1,AnonPort1,AnonIP2,AnonPort2,6,194,157,3,3,1606208021511;1606208021511;1606208021530;1606208021531;1606208021533;1606208021574;,77;77;40;40;77;40;,1;1;2;2;2;1;
157,1606208022,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1176,828,5,6,1606208022024;1606208022691;1606208022691;1606208022692;1606208022692;1606208022692;1606208022939;1606208022949;1606208022970;1606208022984;1606208022985;,126;182;126;126;126;126;162;636;126;106;162;,2;2;2;1;1;1;1;1;2;2;2;
158,1606208023,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1924,970,6,4,1606208023005;1606208023005;1606208023026;1606208023326;1606208023326;1606208023327;1606208023327;1606208023328;1606208023947;1606208023970;,371;371;106;488;178;126;178;138;812;126;,1;1;1;2;2;1;2;1;1;2;
159,1606208024,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,417,2337,3,6,1606208024059;1606208024059;1606208024060;1606208024060;1606208024060;1606208024061;1606208024069;1606208024088;1606208024984;,192;269;381;126;165;126;165;126;1204;,2;2;2;1;2;1;1;2;2;
160,1606208025,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,3965,1575,8,10,1606208025025;1606208025946;1606208025947;1606208025947;1606208025948;1606208025968;1606208025968;1606208025969;1606208025969;1606208025969;1606208025970;1606208025996;1606208025996;1606208025996;1606208025997;1606208025997;1606208025997;1606208025998;,106;1366;1366;460;250;126;126;126;165;126;165;219;200;157;165;126;126;165;,1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;
161,1606208026,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,811,1618,6,7,1606208026009;1606208026023;1606208026027;1606208026027;1606208026028;1606208026028;1606208026028;1606208026028;1606208026030;1606208026058;1606208026645;1606208026667;1606208026981;,126;126;522;310;231;126;165;126;165;126;127;138;141;,1;2;2;2;2;1;2;1;1;2;1;2;1;
162,1606208027,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,106,137,1,1,1606208027068;1606208027108;,137;106;,2;1;
163,1606208028,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,2582,3079,15,14,1606208028002;1606208028173;1606208028173;1606208028174;1606208028174;1606208028183;1606208028214;1606208028395;1606208028396;1606208028427;1606208028427;1606208028427;1606208028427;1606208028431;1606208028450;1606208028454;1606208028458;1606208028465;1606208028465;1606208028465;1606208028497;1606208028497;1606208028499;1606208028539;1606208028544;1606208028544;1606208028584;1606208028947;1606208028972;,371;179;157;165;126;165;126;132;132;197;132;590;132;118;585;197;207;114;106;150;106;122;127;106;277;138;106;472;126;,1;2;2;2;1;1;2;1;1;2;1;2;1;1;2;2;1;2;1;1;2;2;1;1;2;2;1;1;2;
164,1606208029,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,776,1066,4,5,1606208029045;1606208029046;1606208029046;1606208029088;1606208029109;1606208029276;1606208029312;1606208029950;1606208029969;,485;179;126;127;138;127;138;396;126;,2;2;1;1;2;1;2;1;2;
165,1606208030,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,417,1689,3,6,1606208030011;1606208030012;1606208030012;1606208030012;1606208030012;1606208030012;1606208030013;1606208030022;1606208030047;,492;386;126;306;214;165;126;165;126;,2;2;1;2;2;2;1;1;2;
166,1606208030,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1359,0,4,0,1606208030629;1606208030632;1606208030635;1606208030639;,367;312;303;377;,1;1;1;1;
167,1606208031,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,3535,7767,17,15,1606208031050;1606208031051;1606208031067;1606208031067;1606208031075;1606208031094;1606208031095;1606208031096;1606208031117;1606208031118;1606208031119;1606208031119;1606208031119;1606208031121;1606208031143;1606208031171;1606208031171;1606208031191;1606208031290;1606208031330;1606208031361;1606208031527;1606208031563;1606208031594;1606208031595;1606208031625;1606208031625;1606208031705;1606208031705;1606208031705;1606208031706;1606208031708;,130;130;481;493;138;138;126;257;126;1366;1366;126;884;227;392;488;904;126;963;126;126;107;118;133;133;133;133;192;465;192;465;118;,1;1;2;2;1;2;1;1;2;2;2;1;2;1;2;1;1;2;2;1;1;1;2;1;1;1;1;2;2;2;2;1;
168,1606208031,AnonIP1,AnonPort1,AnonIP2,AnonPort2,58,120,0,1,0,1606208031959;,120;,1;
169,1606208032,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1793,914,7,6,1606208032056;1606208032056;1606208032405;1606208032405;1606208032406;1606208032406;1606208032414;1606208032434;1606208032708;1606208032939;1606208032949;1606208032969;1606208032987;,231;231;178;157;165;126;165;126;118;162;760;126;162;,1;1;2;2;2;1;1;2;1;1;1;2;2;
170,1606208033,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1226,1416,6,7,1606208033001;1606208033002;1606208033028;1606208033083;1606208033084;1606208033085;1606208033085;1606208033085;1606208033125;1606208033125;1606208033966;1606208033970;1606208033970;,371;371;106;170;170;487;178;126;126;126;137;137;137;,1;1;1;2;2;2;2;1;1;1;2;2;2;
171,1606208034,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,884,492,8,4,1606208034007;1606208034011;1606208034012;1606208034241;1606208034245;1606208034246;1606208034260;1606208034281;1606208034281;1606208034709;1606208034922;1606208034943;,106;106;106;107;107;107;118;118;118;118;127;138;,1;1;1;1;1;1;2;2;2;1;1;2;
172,1606208035,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,696,256,4,2,1606208035027;1606208035049;1606208035057;1606208035058;1606208035669;1606208035732;,127;138;231;231;107;118;,1;2;1;1;1;2;
173,1606208035,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,3122,0,9,0,1606208035749;1606208035756;1606208035759;1606208035762;1606208035765;1606208035769;1606208035773;1606208035776;1606208035780;,328;312;304;348;324;378;376;380;372;,1;1;1;1;1;1;1;1;1;
174,1606208036,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,107,118,1,1,1606208036612;1606208036676;,107;118;,1;2;
175,1606208037,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,9642,0,14,0,1606208037953;1606208037954;1606208037955;1606208037955;1606208037956;1606208037956;1606208037959;1606208037959;1606208037959;1606208037960;1606208037989;1606208037989;1606208037990;1606208037990;,106;106;106;106;106;106;1366;1366;1366;405;1366;1366;1366;405;,1;1;1;1;1;1;1;1;1;1;1;1;1;1;
176,1606208038,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,87158,85862,120,113,1606208038000;1606208038000;1606208038000;1606208038001;1606208038001;1606208038001;1606208038001;1606208038001;1606208038002;1606208038002;1606208038003;1606208038003;1606208038003;1606208038003;1606208038021;1606208038039;1606208038039;1606208038052;1606208038053;1606208038059;1606208038059;1606208038075;1606208038076;1606208038079;1606208038079;1606208038080;1606208038089;1606208038090;1606208038090;1606208038090;1606208038093;1606208038093;1606208038093;1606208038097;1606208038097;1606208038097;1606208038097;1606208038097;1606208038097;1606208038112;1606208038112;1606208038112;1606208038113;1606208038113;1606208038120;1606208038121;1606208038121;1606208038121;1606208038121;1606208038129;1606208038129;1606208038129;1606208038129;1606208038129;1606208038144;1606208038145;1606208038153;1606208038153;1606208038154;1606208038155;1606208038155;1606208038155;1606208038168;1606208038177;1606208038178;1606208038194;1606208038218;1606208038221;1606208038221;1606208038221;1606208038230;1606208038231;1606208038231;1606208038231;1606208038231;1606208038232;1606208038233;1606208038249;1606208038249;1606208038249;1606208038249;1606208038250;1606208038250;1606208038250;1606208038250;1606208038250;1606208038250;1606208038251;1606208038251;1606208038253;1606208038253;1606208038253;1606208038255;1606208038256;1606208038256;1606208038257;1606208038257;1606208038257;1606208038257;1606208038257;1606208038257;1606208038257;1606208038258;1606208038258;1606208038258;1606208038258;1606208038258;1606208038258;1606208038258;1606208038258;1606208038258;1606208038258;1606208038258;1606208038258;1606208038259;1606208038259;1606208038259;1606208038259;1606208038259;1606208038260;1606208038260;1606208038260;1606208038264;1606208038264;1606208038269;1606208038270;1606208038270;1606208038270;1606208038270;1606208038271;1606208038271;1606208038272;1606208038272;1606208038272;1606208038276;1606208038276;1606208038276;1606208038276;1606208038276;1606208038292;1606208038316;1606208038317;1606208038324;1606208038324;1606208038330;1606208038331;1606208038331;1606208038332;1606208038332;1606208038332;1606208038332;1606208038336;1606208038336;1606208038337;1606208038338;1606208038338;1606208038338;1606208038338;1606208038338;1606208038338;1606208038338;1606208038338;1606208038339;1606208038339;1606208038340;1606208038340;1606208038353;1606208038353;1606208038353;1606208038353;1606208038353;1606208038379;1606208038380;1606208038380;1606208038380;1606208038381;1606208038386;1606208038387;1606208038387;1606208038391;1606208038391;1606208038391;1606208038391;1606208038392;1606208038397;1606208038398;1606208038398;1606208038398;1606208038398;1606208038438;1606208038439;1606208038439;1606208038439;1606208038439;1606208038444;1606208038449;1606208038449;1606208038449;1606208038450;1606208038450;1606208038450;1606208038478;1606208038479;1606208038481;1606208038489;1606208038489;1606208038489;1606208038494;1606208038494;1606208038495;1606208038500;1606208038501;1606208038501;1606208038501;1606208038501;1606208038502;1606208038502;1606208038503;1606208038503;1606208038544;1606208038547;1606208038547;1606208038579;1606208038579;1606208038580;1606208038580;1606208038621;1606208038697;1606208038697;1606208038697;1606208038698;1606208038710;1606208038738;,137;137;106;106;137;106;106;106;106;106;371;371;106;106;126;126;126;106;106;231;231;357;357;1366;744;126;357;126;357;126;1366;743;126;1366;1366;1366;1366;1366;451;1366;1366;1366;1366;1041;1366;1366;1366;1366;477;1366;1366;1366;1366;695;126;126;403;459;126;259;126;126;126;126;126;126;126;1366;1067;126;459;1366;1366;1366;1366;613;459;1366;1366;126;833;375;375;337;240;258;126;126;126;1366;1068;126;1366;1366;126;1366;1366;1366;1366;1366;1366;1366;126;126;1366;1366;1366;1366;1366;1366;1366;1366;1366;126;126;126;1366;751;126;126;126;126;126;126;1366;1366;1366;1366;493;1366;1366;1366;1366;165;1366;1366;1366;1366;165;126;126;126;126;126;126;376;376;337;337;126;126;1366;1366;126;1366;1366;1366;1366;1366;1366;1366;698;126;126;126;126;1366;1366;1366;1366;165;1366;1179;126;126;126;1366;1182;126;1366;1366;1366;1366;165;1366;1366;1366;1366;287;1366;1181;126;126;126;126;1366;1366;1366;1366;1366;451;126;126;126;1366;1067;126;1366;1180;126;1366;1366;1366;1366;996;1366;1366;528;126;126;126;126;1366;1366;126;833;126;1366;1366;126;497;118;126;,2;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2;2;2;1;1;1;2;2;2;2;1;2;1;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;1;1;1;1;1;1;2;2;2;2;2;1;2;2;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;1;2;1;2;2;1;2;1;1;
177,1606208039,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,3211,1919,5,4,1606208039136;1606208039180;1606208039180;1606208039222;1606208039265;1606208039268;1606208039268;1606208039269;1606208039948;,164;1366;1023;106;106;1366;341;106;552;,1;1;1;2;2;2;2;1;1;
178,1606208040,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,23315,1567,21,10,1606208040063;1606208040155;1606208040155;1606208040156;1606208040156;1606208040157;1606208040158;1606208040165;1606208040186;1606208040949;1606208040950;1606208040950;1606208040950;1606208040959;1606208040960;1606208040960;1606208040960;1606208040970;1606208040970;1606208040970;1606208040970;1606208040988;1606208040989;1606208040989;1606208040989;1606208040989;1606208040989;1606208040993;1606208040998;1606208040998;1606208040998;,126;192;282;172;165;126;126;165;126;1366;1366;1366;1317;1366;1366;1366;1323;1366;1366;1366;1123;1366;1366;1366;126;399;126;126;1366;978;126;,2;2;2;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;2;
179,1606208041,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,29340,51222,66,79,1606208041011;1606208041012;1606208041016;1606208041017;1606208041028;1606208041037;1606208041043;1606208041055;1606208041059;1606208041068;1606208041090;1606208041101;1606208041101;1606208041102;1606208041102;1606208041102;1606208041103;1606208041103;1606208041113;1606208041114;1606208041114;1606208041114;1606208041116;1606208041141;1606208041157;1606208041157;1606208041157;1606208041161;1606208041161;1606208041161;1606208041162;1606208041162;1606208041163;1606208041163;1606208041164;1606208041165;1606208041173;1606208041173;1606208041173;1606208041175;1606208041180;1606208041203;1606208041209;1606208041209;1606208041210;1606208041210;1606208041210;1606208041210;1606208041210;1606208041211;1606208041211;1606208041212;1606208041213;1606208041213;1606208041214;1606208041214;1606208041214;1606208041214;1606208041214;1606208041214;1606208041214;1606208041215;1606208041215;1606208041215;1606208041215;1606208041215;1606208041217;1606208041217;1606208041217;1606208041217;1606208041217;1606208041252;1606208041257;1606208041260;1606208041261;1606208041261;1606208041261;1606208041261;1606208041261;1606208041262;1606208041263;1606208041263;1606208041264;1606208041291;1606208041291;1606208041291;1606208041292;1606208041292;1606208041307;1606208041307;1606208041308;1606208041308;1606208041308;1606208041334;1606208041337;1606208041338;1606208041342;1606208041343;1606208041343;1606208041343;1606208041343;1606208041344;1606208041362;1606208041362;1606208041362;1606208041363;1606208041363;1606208041364;1606208041364;1606208041374;1606208041375;1606208041375;1606208041375;1606208041375;1606208041376;1606208041378;1606208041384;1606208041384;1606208041415;1606208041415;1606208041415;1606208041416;1606208041444;1606208041445;1606208041445;1606208041446;1606208041457;1606208041576;1606208041587;1606208041629;1606208041825;1606208041826;1606208041845;1606208041846;1606208041860;1606208041860;1606208041861;1606208041958;1606208041967;1606208041967;1606208041967;1606208041988;1606208041988;1606208041989;1606208041989;,143;143;126;126;340;126;143;603;118;231;566;359;1366;987;1366;744;126;126;1366;1366;1366;399;359;126;126;126;126;1366;1366;1366;126;1366;126;1268;106;533;1366;1366;933;461;461;126;118;106;359;126;182;338;126;623;1366;1366;126;1366;1366;1366;1366;1366;1366;279;126;1366;743;126;126;126;1366;1366;1366;1366;637;126;126;253;285;338;266;272;338;126;126;126;126;404;461;261;126;126;1366;1366;1366;1366;643;126;126;126;106;532;1366;1366;1063;126;1366;1366;1366;1366;1309;106;106;377;377;338;338;126;126;199;126;106;1366;1366;126;1063;182;126;126;126;126;106;157;106;126;106;126;126;137;106;106;323;416;1366;617;126;126;126;165;,1;1;2;2;2;2;1;2;1;1;2;2;2;2;2;2;1;1;1;1;1;1;2;1;2;2;1;2;2;2;1;2;1;2;2;2;1;1;1;2;2;1;2;1;2;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;2;2;1;2;2;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;2;1;2;2;2;1;1;1;2;2;1;1;1;2;1;2;2;1;1;1;1;1;2;2;2;2;
180,1606208042,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1869,3673,11,16,1606208042030;1606208042129;1606208042130;1606208042131;1606208042131;1606208042131;1606208042131;1606208042131;1606208042132;1606208042132;1606208042133;1606208042162;1606208042170;1606208042698;1606208042699;1606208042699;1606208042700;1606208042707;1606208042718;1606208042733;1606208042747;1606208042822;1606208042823;1606208042823;1606208042939;1606208042984;1606208042984;,126;301;520;421;293;165;165;126;126;138;165;126;106;179;157;165;126;165;503;126;126;482;179;126;162;106;162;,1;2;2;2;2;2;2;1;1;1;1;2;1;2;2;2;1;1;1;2;2;2;2;1;1;2;2;
181,1606208043,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,848,0,3,0,1606208043001;1606208043001;1606208043025;,371;371;106;,1;1;1;
182,1606208044,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,2530,536,8,4,1606208044069;1606208044069;1606208044237;1606208044254;1606208044294;1606208044918;1606208044936;1606208044961;1606208044961;1606208044978;1606208044982;1606208044982;,231;231;142;142;106;142;142;1366;206;106;126;126;,1;1;1;2;1;1;2;1;1;1;2;2;
183,1606208044,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1279,0,8,0,1606208044656;1606208044657;1606208044659;1606208044661;1606208044662;1606208044761;1606208044762;1606208044765;,67;77;206;144;68;395;68;254;,1;1;1;1;1;1;1;1;
184,1606208045,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,665,1926,5,7,1606208045025;1606208045030;1606208045030;1606208045030;1606208045030;1606208045030;1606208045031;1606208045039;1606208045067;1606208045603;1606208045622;1606208045664;,488;368;279;358;165;126;126;165;126;142;142;106;,2;2;2;2;2;1;1;1;2;1;2;1;
185,1606208045,AnonIP1,AnonPort1,AnonIP2,AnonPort2,58,120,0,1,0,1606208045476;,120;,1;
186,1606208046,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,248,142,2,1,1606208046295;1606208046330;1606208046370;,142;142;106;,1;2;1;
187,1606208047,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,983,753,4,5,1606208047070;1606208047947;1606208047954;1606208047954;1606208047955;1606208047955;1606208047962;1606208047967;1606208047981;,231;461;179;157;165;126;165;126;126;,1;1;2;2;2;1;1;2;2;
188,1606208048,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,2781,2425,8,7,1606208048001;1606208048001;1606208048008;1606208048008;1606208048009;1606208048009;1606208048012;1606208048031;1606208048809;1606208048828;1606208048868;1606208048947;1606208048947;1606208048971;1606208048971;,371;371;1346;363;196;126;165;126;142;142;106;1366;134;126;126;,1;1;2;2;2;1;1;2;1;2;1;1;1;2;2;
189,1606208049,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,3703,3110,10,14,1606208049088;1606208049089;1606208049089;1606208049178;1606208049219;1606208049230;1606208049271;1606208049508;1606208049509;1606208049509;1606208049509;1606208049510;1606208049510;1606208049516;1606208049525;1606208049534;1606208049544;1606208049636;1606208049636;1606208049637;1606208049944;1606208049945;1606208049965;1606208049965;,485;179;126;166;106;174;106;328;281;308;126;165;126;165;598;126;126;191;329;126;1366;858;126;126;,2;2;1;2;1;2;1;2;2;2;1;2;1;1;1;2;2;2;2;1;1;1;2;2;
190,1606208050,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1132,1623,7,7,1606208050024;1606208050025;1606208050025;1606208050025;1606208050025;1606208050026;1606208050027;1606208050049;1606208050082;1606208050082;1606208050113;1606208050132;1606208050495;1606208050537;,522;305;189;165;126;126;165;126;231;231;127;138;178;126;,2;2;2;2;1;1;1;2;1;1;1;2;2;1;
191,1606208051,AnonIP1,AnonPort1,AnonIP2,AnonPort2,6,77,40,1,1,1606208051533;1606208051553;,77;40;,1;2;
192,1606208052,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,162,162,1,1,1606208052939;1606208052984;,162;162;,1;2;
193,1606208053,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,2306,766,13,5,1606208053004;1606208053004;1606208053025;1606208053082;1606208053082;1606208053083;1606208053083;1606208053123;1606208053123;1606208053182;1606208053202;1606208053242;1606208053465;1606208053484;1606208053525;1606208053803;1606208053822;1606208053862;,371;371;106;170;170;231;231;126;126;142;142;106;142;142;106;142;142;106;,1;1;1;2;2;1;1;1;1;1;2;1;1;2;1;1;2;1;
194,1606208054,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,496,292,4,2,1606208054050;1606208054072;1606208054112;1606208054893;1606208054910;1606208054951;,142;142;106;142;150;106;,1;2;1;1;2;1;
195,1606208055,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,969,232,2,2,1606208055742;1606208055872;1606208055949;1606208055978;,136;106;833;126;,1;2;1;2;
196,1606208056,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,3688,2477,11,14,1606208056069;1606208056070;1606208056070;1606208056070;1606208056071;1606208056071;1606208056079;1606208056083;1606208056098;1606208056187;1606208056216;1606208056943;1606208056948;1606208056948;1606208056965;1606208056965;1606208056973;1606208056973;1606208056990;1606208056990;1606208056990;1606208056991;1606208056991;1606208056991;1606208056992;,192;237;335;165;126;126;165;231;126;127;138;249;1366;881;126;165;126;126;219;200;157;165;126;126;165;,2;2;2;2;1;1;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;
197,1606208057,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1534,2305,12,11,1606208057018;1606208057030;1606208057030;1606208057031;1606208057031;1606208057031;1606208057032;1606208057033;1606208057053;1606208057170;1606208057258;1606208057300;1606208057330;1606208057332;1606208057347;1606208057372;1606208057387;1606208057509;1606208057526;1606208057566;1606208057693;1606208057712;1606208057754;,126;521;307;318;126;165;126;165;126;141;137;106;142;179;142;126;106;142;142;106;142;142;106;,2;2;2;2;1;2;1;1;2;1;2;1;1;2;2;1;1;1;2;1;1;2;1;
198,1606208058,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,3617,0,5,0,1606208058001;1606208058001;1606208058979;1606208058979;1606208058979;,371;371;1366;1366;143;,1;1;1;1;1;
199,1606208059,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,3358,3185,10,16,1606208059000;1606208059001;1606208059001;1606208059002;1606208059042;1606208059137;1606208059230;1606208059263;1606208059264;1606208059264;1606208059264;1606208059267;1606208059267;1606208059268;1606208059274;1606208059299;1606208059722;1606208059722;1606208059723;1606208059724;1606208059731;1606208059751;1606208059947;1606208059947;1606208059949;1606208059969;,126;126;126;165;126;164;106;512;570;249;126;162;165;126;165;126;178;157;126;165;165;126;1366;349;645;126;,2;2;2;2;1;1;2;2;2;2;1;2;2;1;1;2;2;2;1;2;1;2;1;1;1;2;
200,1606208059,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,140,0,1,0,1606208059505;,140;,1;
201,1606208059,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,160,0,1,0,1606208059506;,160;,1;
202,1606208059,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1359,0,4,0,1606208059814;1606208059818;1606208059821;1606208059824;,367;312;303;377;,1;1;1;1;
203,1606208060,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,232,1303,2,4,1606208060096;1606208060097;1606208060101;1606208060103;1606208060103;1606208060139;,106;533;486;178;126;106;,2;2;2;2;1;1;
204,1606208060,AnonIP1,AnonPort1,AnonIP2,AnonPort2,2,32,0,1,0,1606208060426;,32;,1;
205,1606208060,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,140,0,1,0,1606208060428;,140;,1;
206,1606208060,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,160,0,1,0,1606208060430;,160;,1;
207,1606208060,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,518,0,1,0,1606208060634;,518;,1;
208,1606208060,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,538,0,1,0,1606208060639;,538;,1;
209,1606208061,AnonIP1,AnonPort1,AnonIP2,AnonPort2,2,60,0,2,0,1606208061040;1606208061040;,28;32;,1;1;
210,1606208061,AnonIP1,AnonPort1,AnonIP2,AnonPort2,0,76,0,1,0,1606208061042;,76;,1;
211,1606208061,AnonIP1,AnonPort1,AnonIP2,AnonPort2,2,32,0,1,0,1606208061245;,32;,1;
212,1606208061,AnonIP1,AnonPort1,AnonIP2,AnonPort2,2,32,0,1,0,1606208061245;,32;,1;
213,1606208061,AnonIP1,AnonPort1,AnonIP2,AnonPort2,2,32,0,1,0,1606208061246;,32;,1;
214,1606208062,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,396,118,3,1,1606208062316;1606208062405;1606208062939;1606208062959;,107;118;162;127;,1;2;1;1;
215,1606208063,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,1115,832,7,6,1606208063002;1606208063055;1606208063081;1606208063081;1606208063123;1606208063297;1606208063314;1606208063355;1606208063572;1606208063588;1606208063629;1606208063957;1606208063975;,371;138;106;162;106;142;142;106;142;142;106;142;142;,1;2;2;2;1;1;2;1;1;2;1;1;2;
216,1606208063,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,140,0,1,0,1606208063498;,140;,1;
217,1606208063,AnonIP1,AnonPort1,AnonIP2,AnonPort2,17,160,0,1,0,1606208063500;,160;,1;
